# EDISCSID                    RA        Dec         V1     R1     I1     V2     R2     I2     V3    R3    I3    OBJFLAG1?   OBJFLAG2?   CLASS_STAR1?   CLASS_STAR   wmin   Starflag  
  EDCSNJ1018393-1210023   10.310921   -12.167294   26.158   99.0     25.284   25.989   99.0     24.642   25.852   99.0     24.508   0       0       0.52    0.6     0.8    0         
  EDCSNJ1018393-1209177   10.310916   -12.154906   23.87    99.0     22.776   23.605   99.0     22.523   23.535   99.0     22.383   0       0       0.98    0.54    0.5    0         
  EDCSNJ1018393-1210369   10.310912   -12.17691    26.984   99.0     25.194   26.809   99.0     24.795   27.832   99.0     24.571   0       0       0.4     0.52    0.99   0         
  EDCSNJ1018393-1207558   10.310918   -12.132171   24.317   99.0     23.677   23.882   99.0     23.239   23.668   99.0     23.068   0       0       0.98    0.02    0.09   0         
  EDCSNJ1018393-1208489   10.310914   -12.146905   26.775   99.0     25.143   99.0     99.0     25.502   99.0     99.0     25.372   0       0       0.42    0.36    0.5    0         
  EDCSNJ1018393-1208201   10.310913   -12.13893    25.821   99.0     24.995   25.414   99.0     24.975   25.059   99.0     24.577   0       0       0.67    0.48    0.35   0         
  EDCSNJ1018392-1211510   10.310901   -12.197506   25.616   99.0     24.817   25.878   99.0     25.108   25.98    99.0     25.024   0       0       0.58    0.45    1.0    0         
  EDCSNJ1018392-1213206   10.310897   -12.222381   26.651   99.0     24.995   26.734   99.0     24.811   26.064   99.0     24.798   0       0       0.39    0.49    0.55   0         
  EDCSNJ1018392-1212573   10.310894   -12.215904   25.576   99.0     24.573   25.103   99.0     24.123   24.992   99.0     24.724   0       0       0.67    0.14    0.83   0         
  EDCSNJ1018392-1208540   10.310901   -12.148339   19.705   19.216   18.689   19.548   19.059   18.522   19.519   19.03    18.489   2       2       0.99    0.98    0.5    1         
  EDCSNJ1018392-1210527   10.31089    -12.1813     26.286   99.0     25.415   26.106   99.0     25.297   26.146   99.0     25.404   0       0       0.48    0.49    0.99   0         
  EDCSNJ1018391-1213442   10.310871   -12.228947   24.695   99.0     23.997   24.329   99.0     23.515   24.038   99.0     23.226   3       3       0.89    0.07    0.5    0         
  EDCSNJ1018392-1208586   10.310883   -12.149617   25.533   99.0     24.055   24.897   99.0     23.825   24.747   99.0     23.744   1       1       0.74    0.01    0.49   0         
  EDCSNJ1018391-1211027   10.310872   -12.184075   25.198   99.0     24.539   24.918   99.0     24.479   24.972   99.0     24.668   0       0       0.79    0.08    0.99   0         
  EDCSNJ1018391-1211524   10.31087    -12.197894   25.314   99.0     23.814   24.886   99.0     23.67    24.601   99.0     23.544   0       0       0.91    0.67    0.99   0         
  EDCSNJ1018391-1211339   10.310869   -12.192742   26.146   99.0     24.818   26.2     99.0     24.516   28.973   99.0     25.674   0       0       0.42    0.68    0.99   0         
  EDCSNJ1018391-1211563   10.31086    -12.198977   25.245   99.0     24.934   24.883   99.0     25.045   24.674   99.0     25.329   0       0       0.75    0.63    0.99   0         
  EDCSNJ1018391-1207438   10.310868   -12.128829   25.218   99.0     24.396   24.909   99.0     23.831   24.582   99.0     23.649   0       0       0.91    0.01    0.0    0         
  EDCSNJ1018391-1213578   10.310851   -12.232736   25.451   99.0     24.9     25.169   99.0     25.303   24.987   99.0     25.024   0       0       0.66    0.65    0.5    0         
  EDCSNJ1018391-1209029   10.31086    -12.150813   25.605   99.0     24.909   25.354   99.0     24.529   25.243   99.0     24.921   0       0       0.66    0.67    0.5    0         
  EDCSNJ1018390-1213349   10.310844   -12.226351   25.103   99.0     23.928   24.565   99.0     23.666   24.729   99.0     23.98    0       0       0.3     0.0     0.5    0         
  EDCSNJ1018391-1209279   10.31085    -12.157737   25.209   99.0     24.206   24.951   99.0     24.094   24.666   99.0     23.865   0       0       0.87    0.3     0.5    0         
  EDCSNJ1018390-1210166   10.310844   -12.171288   23.574   22.84    22.034   23.445   22.711   21.847   23.447   22.713   21.811   2       2       0.98    0.98    0.96   1         
  EDCSNJ1018390-1208467   10.310846   -12.146313   26.236   99.0     25.036   26.889   99.0     25.965   27.109   99.0     25.593   0       0       0.37    0.59    0.5    0         
  EDCSNJ1018390-1211169   10.310835   -12.188028   25.602   99.0     23.825   25.588   99.0     23.476   25.751   99.0     23.485   0       0       0.57    0.7     0.99   0         
  EDCSNJ1018390-1214111   10.310827   -12.236418   25.52    99.0     24.855   25.182   99.0     24.741   25.1     99.0     24.79    0       0       0.56    0.47    0.5    0         
  EDCSNJ1018390-1210339   10.310836   -12.176078   22.755   99.0     21.665   22.509   99.0     21.414   22.467   99.0     21.358   2       2       0.96    0.04    0.99   0         
  EDCSNJ1018390-1210308   10.310835   -12.175233   24.045   99.0     22.697   23.738   99.0     22.433   23.662   99.0     22.432   3       3       0.64    0.06    0.99   0         
  EDCSNJ1018390-1208309   10.31084    -12.141911   24.464   99.0     23.391   24.272   99.0     23.228   24.163   99.0     23.388   0       0       0.96    0.52    0.49   0         
  EDCSNJ1018390-1211078   10.310833   -12.185503   25.01    99.0     24.08    24.698   99.0     23.878   24.721   99.0     23.948   0       0       0.94    0.39    0.99   0         
  EDCSNJ1018389-1214296   10.310818   -12.241543   25.482   99.0     24.631   25.659   99.0     24.509   26.284   99.0     24.991   0       0       0.55    0.33    0.49   0         
  EDCSNJ1018390-1208533   10.310832   -12.148135   25.541   99.0     24.296   25.265   99.0     24.06    25.703   99.0     23.921   3       3       0.76    0.0     0.5    0         
  EDCSNJ1018390-1212251   10.310823   -12.206985   25.273   99.0     24.387   24.913   99.0     24.258   24.649   99.0     24.201   0       0       0.77    0.1     1.0    0         
  EDCSNJ1018389-1213283   10.310819   -12.224526   26.568   99.0     24.659   25.984   99.0     24.517   25.738   99.0     24.386   0       0       0.54    0.65    0.5    0         
  EDCSNJ1018390-1210190   10.310823   -12.171933   25.113   99.0     23.633   25.09    99.0     23.317   25.099   99.0     23.455   3       3       0.91    0.09    0.98   0         
  EDCSNJ1018389-1212434   10.310811   -12.212047   25.17    99.0     22.323   24.823   99.0     21.859   24.662   99.0     21.692   3       3       0.88    0.07    0.99   0         
  EDCSNJ1018389-1214171   10.3108     -12.238077   25.282   99.0     23.428   25.101   99.0     23.327   25.109   99.0     23.216   0       0       0.85    0.97    0.5    0         
  EDCSNJ1018389-1213042   10.310797   -12.217833   24.417   99.0     22.84    24.264   99.0     22.675   24.406   99.0     22.718   0       0       0.98    0.6     0.76   0         
  EDCSNJ1018389-1209324   10.310801   -12.158994   26.273   99.0     25.236   25.76    99.0     24.611   25.556   99.0     24.663   0       0       0.36    0.49    0.5    0         
  EDCSNJ1018389-1211244   10.310796   -12.190115   25.671   99.0     24.694   25.495   99.0     24.874   25.302   99.0     25.758   0       0       0.47    0.63    0.99   0         
  EDCSNJ1018389-1211579   10.310794   -12.199413   25.229   99.0     24.798   24.678   99.0     24.355   24.432   99.0     24.898   0       0       0.68    0.67    1.0    0         
  EDCSNJ1018388-1212114   10.310786   -12.203164   23.251   99.0     21.376   22.916   99.0     21.043   22.892   99.0     21.012   0       0       0.13    0.03    1.0    0         
  EDCSNJ1018388-1211564   10.310786   -12.199012   25.18    99.0     24.794   24.684   99.0     25.055   24.291   99.0     24.363   0       0       0.7     0.69    1.0    0         
  EDCSNJ1018388-1212298   10.310778   -12.208286   26.832   99.0     24.836   27.653   99.0     23.994   28.453   99.0     24.021   0       0       0.36    0.01    1.0    0         
  EDCSNJ1018388-1210371   10.310781   -12.176986   25.42    99.0     24.975   25.189   99.0     24.56    25.229   99.0     24.18    0       0       0.79    0.63    0.99   0         
  EDCSNJ1018388-1213459   10.310772   -12.229417   19.512   19.069   18.592   19.365   18.922   18.433   19.334   18.891   18.396   0       0       0.98    0.98    0.5    1         
  EDCSNJ1018388-1214019   10.310771   -12.233866   25.844   99.0     23.713   25.139   99.0     23.577   24.96    99.0     23.333   3       3       0.48    0.85    0.5    0         
  EDCSNJ1018388-1208038   10.310782   -12.134383   23.771   99.0     22.364   23.46    99.0     22.118   23.367   99.0     22.119   0       0       0.98    0.08    0.17   0         
  EDCSNJ1018388-1209489   10.310776   -12.163583   24.413   99.0     22.693   24.156   99.0     22.47    24.096   99.0     22.418   3       3       0.97    0.5     0.64   0         
  EDCSNJ1018388-1210547   10.310772   -12.181871   24.646   99.0     23.063   24.384   99.0     22.876   24.455   99.0     22.868   0       0       0.15    0.02    0.99   0         
  EDCSNJ1018388-1212245   10.310766   -12.206819   25.047   99.0     24.395   24.809   99.0     24.38    24.708   99.0     25.092   0       0       0.95    0.3     1.0    0         
  EDCSNJ1018388-1208193   10.310775   -12.138689   23.92    99.0     22.469   23.25    99.0     21.851   23.191   99.0     21.822   0       0       0.02    0.02    0.35   0         
  EDCSNJ1018388-1210187   10.310766   -12.171851   25.717   99.0     24.679   25.485   99.0     24.191   25.332   99.0     24.09    0       0       0.62    0.2     0.99   0         
  EDCSNJ1018388-1210048   10.310764   -12.168002   25.319   99.0     23.775   24.952   99.0     23.311   24.69    99.0     23.104   0       0       0.85    0.22    0.83   0         
  EDCSNJ1018387-1213290   10.310752   -12.224714   25.938   99.0     24.327   25.313   99.0     23.763   25.015   99.0     23.686   0       0       0.36    0.08    0.49   0         
  EDCSNJ1018387-1209467   10.310761   -12.162973   23.625   99.0     21.319   23.419   99.0     21.118   23.328   99.0     21.067   3       3       0.98    0.95    0.62   0         
  EDCSNJ1018387-1212388   10.310753   -12.210783   19.202   99.0     16.904   19.046   99.0     16.708   19.017   99.0     16.669   2       6       0.99    1.0     0.99   0         
  EDCSNJ1018387-1214009   10.310747   -12.233582   25.108   99.0     24.081   24.848   99.0     23.657   24.764   99.0     23.589   3       3       0.93    0.37    0.5    0         
  EDCSNJ1018387-1208239   10.310761   -12.13996    25.787   99.0     24.891   25.526   99.0     24.854   25.489   99.0     24.459   0       0       0.53    0.6     0.39   0         
  EDCSNJ1018387-1207496   10.310762   -12.130433   26.583   99.0     25.151   25.792   99.0     24.581   25.428   99.0     24.138   0       0       0.64    0.04    0.0    0         
  EDCSNJ1018387-1214301   10.310737   -12.241686   27.079   99.0     25.331   99.0     99.0     99.0     99.0     99.0     99.0     0       0       0.57    0.41    0.5    0         
  EDCSNJ1018387-1209334   10.310749   -12.159282   24.735   99.0     24.054   24.13    99.0     23.381   24.068   99.0     23.176   2       2       0.01    0.01    0.49   0         
  EDCSNJ1018387-1209093   10.310749   -12.152584   26.573   99.0     24.417   26.708   99.0     24.149   26.505   99.0     24.305   0       0       0.38    0.88    0.5    0         
  EDCSNJ1018387-1211210   10.310738   -12.189163   25.3     99.0     24.538   25.165   99.0     24.26    24.75    99.0     24.073   0       0       0.67    0.6     0.99   0         
  EDCSNJ1018386-1214184   10.310724   -12.238456   24.156   99.0     23.253   23.709   99.0     22.878   23.673   99.0     22.942   0       0       0.03    0.01    0.49   0         
  EDCSNJ1018386-1211396   10.310727   -12.194331   24.805   99.0     24.083   24.82    99.0     24.062   24.941   99.0     24.208   0       0       0.95    0.93    0.99   0         
  EDCSNJ1018386-1209420   10.310729   -12.161664   24.819   99.0     24.084   24.608   99.0     24.253   24.492   99.0     24.13    0       0       0.93    0.18    0.58   0         
  EDCSNJ1018386-1210171   10.310727   -12.17142    26.095   99.0     24.365   25.311   99.0     24.023   25.065   99.0     23.591   0       0       0.41    0.01    0.97   0         
  EDCSNJ1018386-1209192   10.310729   -12.155341   25.152   99.0     24.023   24.753   99.0     23.765   24.511   99.0     23.692   0       0       0.92    0.11    0.5    0         
  EDCSNJ1018386-1209344   10.310727   -12.159543   25.569   99.0     24.119   25.049   99.0     23.991   24.885   99.0     23.562   3       3       0.53    0.6     0.49   0         
  EDCSNJ1018386-1209511   10.310725   -12.164201   24.365   99.0     23.569   23.745   99.0     22.927   23.577   99.0     22.706   3       3       0.06    0.0     0.65   0         
  EDCSNJ1018386-1207490   10.31073    -12.130281   26.583   99.0     25.006   26.727   99.0     24.771   26.887   99.0     24.277   0       0       0.36    0.34    0.0    0         
  EDCSNJ1018386-1210388   10.310722   -12.177446   26.598   99.0     25.009   26.159   99.0     24.867   25.715   99.0     24.659   0       0       0.42    0.67    0.99   0         
  EDCSNJ1018386-1209150   10.310719   -12.154171   26.945   99.0     24.998   26.678   99.0     24.375   26.235   99.0     24.111   0       0       0.38    0.49    0.5    0         
  EDCSNJ1018386-1209128   10.310716   -12.153558   27.141   99.0     24.429   29.465   99.0     24.143   27.228   99.0     23.871   0       0       0.36    0.86    0.5    0         
  EDCSNJ1018386-1211133   10.310709   -12.187034   26.255   99.0     24.598   26.007   99.0     24.056   25.686   99.0     23.8     0       0       0.36    0.54    0.99   0         
  EDCSNJ1018385-1210314   10.310708   -12.175376   24.991   99.0     23.512   24.601   99.0     23.384   24.601   99.0     23.434   0       0       0.95    0.24    0.99   0         
  EDCSNJ1018385-1207531   10.310701   -12.131413   26.403   99.0     25.172   25.96    99.0     25.139   25.697   99.0     25.404   0       0       0.41    0.01    0.07   0         
  EDCSNJ1018384-1213442   10.310677   -12.228944   24.833   24.001   22.997   24.627   23.795   22.835   24.423   23.591   22.723   0       0       0.97    0.97    0.5    1         
